stock_symbol,stock_name
085488,台達電凱基08購04
085263,致新國泰0A購01  
085277,聯電凱基0C購02  
085224,聯電元大0C購01  
085135,國巨台新08購01  
085186,佳世達元富08購03
080390,台積電元大06購18
080419,世紀鋼元大06購06
080170,中鴻統一06購01  
079907,友訊國泰08購01  
079816,T50正2元大09購08
079867,寶成群益07購02  
077661,台灣50元富0C購01
077735,台積電富邦09購01
077929,華新科群益06購01
077890,瀚宇博國票07購01
077787,光罩凱基07購01  
077269,南茂元大05購01  
076819,日月光富邦05購02
078112,致茂元富0C購01  
076285,國泰金兆豐05購01
075886,聯發科凱基05購06
075855,永光永豐05購01  
076633,台積電元大07購03
076586,台積電中信09購02
073619,欣陸統一06購02  
073741,聯電統一06購05  
073399,台積電元富07購31
076933,國巨國泰07購03  
079224,長榮凱基07購01  
079217,鴻海凱基0A購03  
079148,全新元大06購03  
079126,滬深2X國票07購02
079061,國巨國票08購04  
078719,鴻海統一07購02  
079681,創意元大09購01  
079630,恆大中信08購01  
079564,寶齡國票08購01  
079581,臺股指國票0A購05
079608,開發金國泰08購01
079401,欣興國票07購02  
079334,緯穎群益07購01  
079320,大立光中信09購02
074405,金像電元大06購01
074977,TPK富邦06購01   
074971,台達電富邦06購01
074668,欣陸永豐04購03  
078224,京鼎永豐06購01  
078293,立積國票08購01  
078481,大成鋼國票08購02
078586,友達元大08購02  
084647,滬深反群益0B購01
084581,聯發科國泰09購05
084588,義隆富邦09購01  
084451,英業達永豐08購01
084424,中興電群益08購02
084290,晶技永豐07購03  
083902,聯發科元大07購32
083979,香港反群益0A購01
081243,玉晶光元富07購04
081255,大毅國泰09購01  
080947,長榮群益09購01  
080901,卜蜂凱基0B購01  
080717,億豐凱基09購01  
080725,華新科群益07購01
082066,台化元大07購02  
082223,乙盛群益09購01  
081912,高鐵凱基07購01  
081932,南電凱基08購03  
081908,瑞昱凱基08購01  
081878,上証2X群益07購01
081787,日勝生康和07購01
083662,日月光群益07購09
083502,英利元大07購02  
083785,台積電康和09購02
083766,樺漢兆豐08購01  
083110,明泰元大07購03  
083143,台郡凱基08購01  
083308,欣興元大07購12  
083284,瑞昱元大07購07  
083235,元黃金群益07購01
083448,同欣電凱基08購03
083398,同欣電中信09購01
082296,欣興元大07購05  
082465,義隆元大07購05  
082560,台積電統一0B購01
082601,億光元大07購03  
082609,日月光元大09購01
082993,同欣電元大07購03
082958,道瓊銅元大07購01
082864,台積電中信09購08
911608,明輝-DR         
6715,嘉基            
6579,研揚            
9926,新海            
9931,欣高            
3036A,文曄甲特        
3016,嘉晶            
3308,聯德            
3528,安馳            
6172,互億            
4560,強信-KY         
4545,銘鈺            
089941,聯鈞永豐0A購01  
1438,三地開發        
1776,展宇            
1724,台硝            
2536,宏普            
2701,萬企            
2528,皇普            
2722,夏都            
2424,隴華            
2429,銘旺科          
2373,震旦行          
088782,中磊國票0A購01  
088751,廣宇統一0B購04  
088469,台積電元富09購09
088470,精英元富0A購02  
088945,矽創統一0B購07  
088838,聯發科中信0B購02
089026,乙盛元大11購01  
089099,立積統一0C購01  
089853,臻鼎元大0B購02  
089832,東鋼元大09購06  
089673,鴻海元大0B購10  
089714,和碩中信0B購02  
089222,牧德群益09購01  
089302,台積電國票0A購08
1203,味王            
06073P,上銀群益08售01  
06055P,電子類富邦07售01
06097P,台灣50凱基07售16
06809P,臻鼎元大0A售01  
05310P,世芯元富06售03  
075999,大立光中信09購01
079040,美律元大06購02  
05576P,T50正2凱基07售03
05628P,A50正2元富06售02
05650P,萬海群益08售02  
04571P,國產國票06售01  
04326P,祥碩國泰06售01  
03501B,臺股指富邦0A熊04
06722P,滬深2X元富09售14
06732P,亞德客元大09售01
06281P,臺股指群益08售07
06195P,台灣50群益09售01
06347P,台積電元大0C售07
06447P,嘉澤凱基09售02  
06511P,台積電國票0A售05
06667P,上銀凱基09售03  
05882P,臺股指群益07售12
030676,華新科國泰0C購01
030869,精成科永豐0A購01
030792,台積電凱基0B購09
030781,中鋼凱基0A購01  
031189,彩晶永豐0A購02  
030015,聯鈞元富11購01  
030318,台積電麥證0B購04
030117,安集永豐0A購01  
085233,聯發科元大0C購04
085330,新日興群益08購01
085109,台達電元大08購03
084731,台積電元大08購12
084726,鴻海元大0B購01  
084806,中興電永豐08購01
084880,緯穎元大08購02  
086082,美指2X中信0A購01
085783,國巨元大0C購02  
085870,華邦電元富0A購07
085626,鴻海凱基08購20  
086934,友達元大0B購02  
086309,英業達凱基09購01
086363,臺股指元大0B購14
086380,聯發科國票0B購02
086493,友達元富09購06  
086561,群創元大09購05  
086628,友訊凱基0A購01  
086595,智伸科國票0A購01
087635,鴻海凱基0A購13  
087718,聯詠統一0B購04  
087479,旺宏永豐09購02  
087018,聯詠永豐09購01  
087050,華晶科凱基0A購01
087375,遠東新元大09購01
087262,樺漢國票0A購01  
087258,強茂國票09購01  
088440,晶豪科凱基0C購03
088441,聯陽凱基09購03  
088240,聯發科國票11購04
088172,開發金元大11購01
087772,宏碁中信0A購01  
078595,玉晶光元大09購02
078500,新唐國票07購01  
078232,南亞科元富09購03
075532,台積電國票09購02
074489,精成科兆豐04購01
075133,道瓊銀國泰07購01
079339,開發金麥證06購01
078858,台積電台新07購01
079200,群創群益07購01  
076966,長榮群益06購02  
073899,可成國票06購02  
076588,華碩中信07購01  
075839,強茂元富08購01  
078012,材料永豐06購01  
077619,順德永豐05購01  
080007,南帝國票07購01  
080165,岱宇統一07購02  
080127,玉晶光日盛06購01
080305,台光電群益06購01
080495,金像電元大06購07
080517,滬深2X群益06購05
082637,上銀富邦09購01  
082749,美指2X統一09購02
082525,技嘉群益09購01  
082532,國巨日盛11購01  
083388,臺股指富邦0A購01
083315,帆宣元大07購02  
083350,百和統一09購01  
083332,廣宇統一08購02  
083181,鴻海國票0B購01  
083197,鴻海統一0A購01  
083100,聯發科元大07購24
083877,南電國票08購03  
083514,台積電元大07購26
083527,義隆元大07購07  
081636,合勤控元大07購02
081648,長榮第一07購02  
081674,道瓊銅中信07購01
081688,台積電群益09購01
081510,明基材凱基07購01
081947,台積電統一09購02
082222,乙盛群益08購02  
082117,同欣電群益08購03
082054,聯陽凱基07購01  
080908,智邦凱基07購01  
084008,聯電統一09購08  
084524,GIS元大08購03   
1439,中和            
2397,友通            
2516,新建            
2543,皇昌            
6139,亞翔            
3296,勝德            
3701,大眾控          
3046,建碁            
6674,鋐寶科技        
6464,台數科          
089313,聯詠國票0A購04  
089330,高股息元大09購01
08927P,技嘉元富07售04  
089280,長榮元富09購04  
089488,裕隆元富09購03  
089508,台積電元大0A購02
089627,鴻海凱基0B購08  
089813,富邦金群益0B購04
089807,台積電群益11購01
089136,佳世達元大0C購01
088944,立積統一12購01  
088955,台達電國票0A購02
00656R,國泰中國A50反1  
030321,英業達麥證0C購01
031089,新纖群益0A購01  
030157,中鴻中信0B購01  
031172,台達化永豐0A購01
031161,長榮國泰0C購01  
031289,聯陽元富0C購02  
031293,華邦電康和11購01
03494B,臺股指元大05熊56
05774P,祥碩凱基07售02  
06461P,台積電兆豐0A售01
06317P,臺股指中信0A售07
072938,昇陽半元大07購01
04321P,力成元富07售02  
06544P,聯發科富邦0B售01
065622,鴻海中信06購01  
05473P,臺股指國票07售04
076047,富邦金國票07購01
087825,台達電凱基09購03
087252,南帝國票0A購01  
087101,台積電元大09購18
087402,聯詠元大11購01  
086293,南茂群益09購02  
086880,佳世達富邦0B購01
086800,聯詠統一0B購02  
085520,華邦電富邦08購01
085810,元石油群益08購02
085951,志超群益09購01  
085922,建準兆豐08購01  
085395,元石油元大08購02
085259,致伸國泰0A購01  
085163,信邦凱基08購01  
080561,上緯控富邦08購02
080331,華新科凱基06購09
080400,宏達電元大07購02
077550,玉晶光國票08購05
077757,日月光國票07購01
077952,同欣電元富06購01
076761,台玻元大05購01  
074360,嘉聯益元富08購01
075821,群光國票06購01  
075597,SGBR2X凱基07購01
076258,臺股指國票06購04
077219,鴻海凱基09購01  
074002,台積電凱基04購14
077045,旺宏永豐05購02  
075971,創意統一07購02  
079108,鴻海凱基0A購02  
078818,臺股指凱基06購16
078849,國巨統一07購05  
079300,滬深2X國泰08購01
076822,志超富邦07購01  
074428,台積電凱基04購17
075533,台積電國票09購03
084508,台積電元大08購08
084405,台積電國票09購07
084085,凱美元大07購03  
084183,臺股指凱基07購33
081038,國巨富邦09購01  
081971,廣宇元大07購03  
081873,健策麥證07購01  
081499,健和興凱基08購01
081598,國巨元大07購10  
083671,台達電統一09購05
083607,嘉晶中信07購01  
083432,聯電凱基08購06  
082563,凌陽統一09購01  
082455,仁寶元大07購01  
082368,宏碁群益07購02  
082908,高鐵群益09購01  
082918,晶技國泰09購01  
089013,聯陽元大09購03  
089144,智易元大09購05  
089031,鴻海中信0B購05  
088592,欣興統一0B購03  
088827,台表科元大09購04
089829,新纖元大09購01  
089847,長榮元大09購10  
089609,長榮群益0B購03  
089570,申豐中信0B購01  
089509,微星元大09購05  
089386,長榮中信0C購01  
089217,華立群益09購01  
089207,裕隆群益09購01  
089365,聯陽元大09購04  
8488,吉源-KY         
8478,東哥遊艇        
8462,柏文            
2901,欣欣            
1436,華友聯          
1233,天仁            
1603,華電            
1468,昶和            
1463,強盛            
05589P,國巨群益06售07  
05274P,上証2X元大06售04
05186P,聯電國泰08售03  
05198P,台灣50麥證06售01
06098P,台灣50凱基07售17
06054P,台灣50國泰09售01
05983P,台積電凱基09售05
04626P,上緯控國票06售02
06414P,大立光元大09售07
06273P,台積電元大08售24
05842P,臺股指元大0A售04
030484,聯發科永豐0A購01
031196,長榮兆豐0A購02  
030855,東鋼永豐0A購02  
00743,國泰中國A150    
085182,同欣電統一0A購01
085355,聯詠永豐08購02  
085427,緯穎元大08購04  
085439,創意統一0A購04  
085055,友達國票09購04  
085602,力山元大08購01  
086662,嘉澤國票0A購01  
086872,長榮航國票0A購01
086953,超眾元大0A購01  
086444,明泰永豐09購01  
087470,鴻海國泰0B購05  
087195,宏碁麥證0A購01  
088059,聯詠元大09購05  
088442,智易凱基0B購01  
075517,立積統一08購03  
078316,聯電麥證06購03  
075353,巨大群益05購02  
079333,台表科群益07購01
079380,宏碁元大06購02  
078790,國巨康和06購01  
078805,華新科凱基06購04
077099,亞光兆豐05購01  
077134,國巨凱基06購04  
076466,大立光元大06購01
076498,台積電凱基06購05
075964,台積電統一05購08
075903,國喬元大05購03  
074388,台光電兆豐04購01
076809,寶成國票06購02  
077755,光罩國票08購01  
077575,長榮航元大05購04
080458,台光電凱基06購02
080551,華邦電國泰08購03
079940,南電康和06購01  
082886,聯陽永豐07購01  
082700,華碩凱基09購01  
082338,南電統一09購04  
082234,正隆凱基07購01  
082590,台達電元大07購06
083321,南茂元大07購01  
081874,貿聯麥證07購01  
081849,義隆永豐07購01  
082161,瑞昱國泰09購01  
081026,彩晶統一09購01  
081316,華擎元大07購01  
081342,億豐群益09購01  
080894,百和中信0B購01  
084298,佳世達兆豐08購01
084105,金融類元大07購02
083966,欣興凱基0C購01  
1315,達新            
1342,八貫            
2910,統領            
2705,六福            
9906,欣巴巴          
6416,瑞祺電通        
3002,歐格            
2936,客思達-KY       
4137,麗豐-KY         
089269,萬海日盛0B購01  
089562,義隆統一0C購01  
089605,聯發科群益0C購03
089833,東鋼元大0B購01  
088758,GIS統一0C購01   
089014,聯詠元大09購12  
00714,群益道瓊美國地產
030075,興富發群益11購01
030268,廣宇統一0C購01  
030183,友達兆豐0B購02  
030933,大立光群益0A購03
030001,萬海中信0B購01  
030973,瑞昱元大0B購01  
031074,和碩元大0B購01  
031118,新纖統一0B購02  
030775,友達麥證0A購02  
03075X,元展70          
030687,聯發科兆豐0A購03
031163,萬海國泰0C購01  
031168,長榮中信11購02  
030377,安普新群益0B購01
03042P,玉晶光國票04售01
030514,景碩群益0B購03  
031242,金像電群益0A購01
03398P,瑞昱中信06售03  
06686P,聯電元大09售09  
05719P,上証2X凱基0A售01
06486P,台積電元大0B售04
06315P,臺股指群益08售11
06351P,聯詠凱基08售07  
06403P,T50正2凱基0A售02
04219P,祥碩國票05售03  
072894,味全凱基07購01  
072653,力成元富09購01  
05941P,欣興凱基07售02  
071046,微星中信07購01  
072240,奇力新國票04購01
05377P,富邦金中信06售01
05477P,智邦群益06售02  
05544P,台積電元富0A售04
05508P,智邦國票07售03  
06121P,台灣50元大0A售02
05615P,臺股指凱基06售34
06136P,台積電統一07售13
079036,瑞昱元大07購01  
076092,群創凱基09購01  
088374,鴻海國票13購03  
088190,光罩群益0A購02  
088258,華新科第一13購01
088215,同欣電統一0B購01
087944,美指2X元富11購01
087797,群創日盛0A購01  
087146,聯詠國票0B購01  
087137,台達電國票0A購01
087138,鴻海國票0B購05  
087025,道瓊反中信11購01
087475,GIS中信0A購01   
087487,台灣50群益0A購01
087725,元石油元富09購02
087669,上証2X元大0A購01
086427,強茂富邦0B購01  
086377,聯發科國票09購07
086478,聯電統一0B購02  
086950,日月光元大09購03
086856,南茂元大0A購01  
086649,T50反1兆豐13購01
086724,臺股指元大0A購15
086801,群創統一0A購03  
086818,上緯控元富09購01
086784,鴻海兆豐11購02  
085661,華新科統一0A購01
085881,國巨國票09購05  
085984,國巨元大0C購03  
086012,日月光元大08購05
086167,聯詠元大0C購01  
084979,聯發科國泰0A購02
084853,亞德客元大08購01
084789,台郡凱基09購02  
084798,鴻海群益09購07  
084775,偉詮電凱基08購02
085144,彩晶中信08購01  
085102,瀚宇博凱基08購01
085266,鴻海統一09購19  
085292,聯詠凱基08購03  
079855,喬山群益06購01  
080546,欣興統一08購02  
080548,T50反1台新0C購02
080324,寶齡凱基08購01  
080339,盛群凱基06購01  
080302,為升群益07購02  
080297,元黃金群益09購01
077555,彩晶國票08購02  
078189,華邦電元大08購01
073055,英利凱基05購01  
073049,緯穎元富0A購01  
076737,台積電凱基07購08
078057,強茂元大06購02  
075933,為升國票07購01  
075940,申豐國票07購01  
076634,台積電元大07購04
075688,茂林兆豐06購01  
074086,滬深2X國泰06購02
076974,華新科中信05購02
076924,奇力新元富0B購01
074122,力山國票05購01  
073400,台積電元富07購32
079077,瀚宇博永豐06購01
078913,上緯控富邦08購01
078944,國巨統一07購07  
079393,寶成元大06購02  
075354,元石油國票07購01
075289,群創凱基08購01  
076212,上証2X富邦07購01
076175,健策元大06購01  
076747,美食凱基05購02  
076877,建準元大05購01  
078321,南亞科麥證06購01
078229,華邦電元富09購02
078473,南亞科統一08購02
078628,致新群益06購01  
078654,中興電元大08購01
078583,瑞昱元大06購02  
078575,台達電元大06購01
083924,漢唐兆豐08購02  
084070,聯電元大07購17  
084037,聯發科元富11購05
084049,聯發科國票09購04
084328,香港2X元大07購01
084448,聯電永豐08購03  
084463,中興電凱基0B購03
084624,台積電凱基0B購05
080838,泰山元富07購01  
080944,大毅群益08購01  
080812,和碩凱基06購01  
080824,億光永豐06購01  
080784,台灣50凱基07購05
080610,永豐餘元富07購01
080675,大立光國泰08購04
081369,台積電日盛07購02
081378,鴻海麥證07購02  
081055,潤泰全國票08購01
082087,樺漢元大07購01  
081892,健策群益08購03  
081911,義隆凱基08購01  
081903,英利凱基08購01  
081955,超眾統一09購01  
081966,鴻海元大07購09  
081939,光磊富邦09購01  
081515,鴻海富邦09購01  
081435,為升統一09購01  
081629,王品元大07購01  
081802,華紙凱基07購01  
083425,崇越永豐07購01  
083421,上緯控永豐07購01
083528,可成元大07購02  
083689,同欣電統一09購04
082520,鴻海群益08購06  
082498,信邦統一09購01  
082237,國巨凱基09購04  
082936,矽創統一07購01  
083013,聯發科凱基08購08
082975,瑞昱元大07購05  
088855,佳世達永豐09購02
088763,日月光日盛0A購01
088829,惠特元大09購02  
088799,中興電元大09購04
088461,滬深2X元富09購09
089762,滬深2X凱基0B購05
089844,瑞昱元大09購01  
089868,立積中信11購01  
089859,南電元大0B購03  
089667,聚陽元大09購05  
089353,友達元大0C購06  
089298,台達電國票0B購01
089469,立隆電國票09購01
4104,佳醫            
6206,飛捷            
8480,泰昇-KY         
8411,福貞-KY         
8466,美吉吉-KY       
2816,旺旺保          
2852,第一保          
089921,旺宏麥證0A購01  
089950,台灣50元大0A購17
1470,大統新創        
1506,正道            
078997,旺宏凱基07購02  
076073,亞光元富05購01  
05649P,華邦電群益07售02
05644P,中工國票08售02  
06336P,台積電凱基08售29
06216P,東鋼元大08售03  
06623P,英業達元富09售03
030535,華邦電凱基0A購05
031334,長榮元大0A購16  
030524,臺股指群益0A購01
030374,亞翔群益0A購01  
030397,台積電元大0A購07
031115,正文群益0B購01  
031071,群創元大12購03  
085213,儒鴻國票08購01  
085199,華新科群益09購01
085428,南電元大08購05  
084670,聯發科國票0A購01
084783,健策凱基08購01  
085059,群創國票09購03  
086135,嘉聯益群益08購03
086106,國巨兆豐09購01  
086235,上証2X元富08購02
086282,友達群益09購10  
085954,深中小凱基0B購01
085955,南帝凱基08購01  
085896,創意國票09購01  
086889,統一群益0C購01  
086920,國巨兆豐09購02  
087578,中興電元大11購01
087542,滬深2X元富09購08
087432,台積電元富0C購08
087026,聯電中信0B購01  
087211,鴻海凱基13購02  
087338,南帝凱基09購01  
087791,合勤控永豐09購01
087950,富邦金元富0C購03
088002,精英麥證0A購01  
088063,瀚宇博元大09購01
088236,華碩國票09購02  
078394,同欣電富邦07購01
078330,立積康和06購01  
074629,松翰凱基06購01  
079450,旺宏元富09購05  
078791,華新科康和06購01
073402,旺宏元富0A購03  
073414,大立光國泰06購02
077092,新光金富邦05購01
076511,臺股指凱基05購25
074347,鴻海統一08購01  
078204,力成元大06購01  
074173,香港2X元富0A購01
079933,寶成富邦08購01  
080151,佳世達凱基06購03
082828,和碩元大08購01  
082832,緯穎元大07購03  
082267,中纖元大09購01  
082429,同欣電永豐07購01
082419,偉詮電永豐07購02
082423,達邁永豐07購01  
083722,台積電元大07購38
083541,正文元大07購03  
083412,精英永豐07購01  
083413,旺宏永豐07購01  
083396,聯茂中信07購01  
083155,台積電群益09購02
081690,京鼎群益08購01  
082174,和大兆豐08購01  
081035,正隆富邦09購01  
081115,華新科群益07購02
081363,祥碩凱基08購01  
080648,強茂元大08購01  
084553,台積電元富08購37
084324,松翰凱基07購01  
084184,T50正2元大0A購05
089684,長榮元大09購09  
089914,界霖凱基11購02  
089785,界霖凱基11購01  
088705,緯創國泰0B購01  
089021,立積元大09購06  
00713,元大台灣高息低波
030041,仁寶元大0B購01  
030307,立隆電康和0A購01
031026,南亞科凱基14購01
030324,華新科麥證11購01
03485B,臺股指元大09熊02
030730,台積電元大11購08
030740,盟立元大0B購01  
06674P,長榮群益0A售02  
067430,中工凱基05購01  
076069,亞德客元富0B購01
06088P,華邦電元大07售15
06818P,長榮凱基0A售12  
04916P,台灣50凱基05售12
088184,道瓊反群益0C購01
087192,鴻海麥證0C購05  
087598,台積電第一0C購02
087617,聯發科國泰13購01
086905,旺宏凱基09購01  
086366,大立光康和09購01
085989,宏碁元大08購06  
085095,宏碁凱基0A購01  
085046,華擎元富08購01  
085381,松翰群益08購03  
080049,精誠永豐06購01  
074194,技嘉富邦07購01  
076795,台積電國票06購05
076738,台積電凱基08購05
078006,南亞科永豐06購01
078127,FANG+群益06購01 
077588,國巨統一06購06  
077650,國揚統一08購01  
077824,南紡元大06購02  
077821,SGBR2X元大06購03
076454,台積電元大05購12
075696,欣興統一07購04  
079213,為升凱基06購02  
079472,智邦兆豐07購01  
079662,鴻海元大07購04  
074642,旺宏國票05購03  
074803,緯創統一04購01  
084355,萬海元大07購10  
084436,緯創群益08購02  
080659,欣興元大06購08  
080775,貿聯元大06購01  
081296,中纖元大07購01  
081108,光磊群益0A購01  
082178,義隆兆豐07購01  
082164,大立光國泰09購02
081692,世芯群益07購02  
083730,FBVIX國票07購02 
083804,富邦金元富07購03
082508,台積電兆豐08購03
082282,瑞昱元大07購03  
082401,台光電凱基08購01
089107,聯電國票0C購01  
089780,萬海凱基09購07  
089854,彩晶元大09購04  
089439,長榮群益09購03  
1441,大東            
2702,華園            
8201,無敵            
6216,居易            
3669,圓展            
079033,燿華元大06購01  
06401P,和碩元大08售04  
06381P,南電群益08售05  
06456P,台積電凱基13售02
06452P,南電元大09售03  
06626P,臺股指中信11售04
030927,友達群益0A購03  
071993,智邦元富09購02  
071438,矽力元大05購01  
03744C,玉山金富邦13牛01
03979P,美律元富06售01  
031209,聯電凱基0A購08  
030328,矽格麥證0A購01  
00771,元大US高息特別股
085483,台塑凱基08購01  
085503,京鼎凱基08購02  
084861,瑞昱元大08購02  
084753,台郡元大08購01  
085746,王品永豐08購01  
086782,華通兆豐09購01  
087683,台積電元大11購05
087640,GIS凱基0B購01   
087407,松翰元大09購03  
087555,力成元富09購02  
088045,鴻海元大0C購03  
074429,台積電凱基05購03
075495,台光電元大06購01
078479,台達化國票07購01
079621,榮成永豐06購02  
079556,SGBR2X國票08購01
079351,華新凱基06購01  
079290,同欣電統一06購03
075642,華新科統一06購02
077088,國巨富邦06購02  
077780,榮成凱基07購01  
078041,致伸凱基06購01  
080174,上銀統一08購05  
079877,聯電元富07購06  
082515,台灣50群益07購10
082646,台灣50永豐07購01
083790,廣宇統一09購04  
083136,聯發科凱基09購03
082096,亞德客群益07購02
081978,瑞昱元大07購02  
081979,漢唐元大07購01  
081859,欣興中信08購02  
081423,健策群益08購02  
080684,台積電富邦09購02
080967,正隆元大07購02  
084199,台積電元大07購47
084240,漢唐統一09購03  
083952,華邦電凱基07購08
1312A,國喬特          
089971,友達元大0B購04  
089973,聯發科元大0A購05
089308,長榮國票0A購01  
089346,台積電元大0C購11
089378,南電元大09購08  
089860,鼎炫元大09購01  
088797,中磊群益09購01  
088786,台達電富邦0A購01
088774,矽創兆豐0A購02  
088614,聯發科永豐09購05
1516,川飛            
2820,華票            
030346,南亞科群益0B購02
031120,大成鋼統一0C購01
030533,台達電凱基0A購01
030791,台積電凱基0B購08
06566P,台灣50中信11售01
06493P,國巨凱基09售10  
06327P,A50正2元富08售04
05592P,中興電元富07售02
05595P,愛普統一07售04  
06104P,台積電凱基07售18
087758,國巨富邦0A購01  
087533,同欣電凱基09購02
087675,榮成元大09購03  
087037,為升凱基0A購01  
086750,宏碁日盛09購01  
086936,奇力新元大09購02
086997,聯發科國票11購01
086498,南電元富09購06  
085689,華邦電國泰0A購01
085618,長華元大08購01  
084758,安集元大08購02  
084762,致新元大08購03  
085073,佳世達永豐08購01
085470,台積電麥證0C購03
085240,彩晶元大0C購01  
079893,精英國票07購02  
080299,中興電群益07購02
080422,大成鋼富邦06購01
077611,聯發科富邦05購01
073254,聯陽富邦06購01  
079757,台積電元富07購34
079220,金像電凱基06購03
079257,京鼎元大06購03  
078941,嘉晶中信08購01  
078511,聯詠群益07購01  
075015,聯電元大05購03  
075201,申豐元大05購02  
084251,緯穎統一09購02  
084257,貿聯元富07購03  
084409,致伸國票08購02  
080969,上銀元大07購02  
080618,聯發科元富0C購04
080803,長榮凱基06購11  
080734,泰山國票07購01  
080762,精英元大06購02  
083268,貿聯凱基08購02  
083776,聯發科永豐07購03
083742,聯發科國票09購03
083564,國巨群益08購10  
083546,矽格元大07購02  
082634,元金2X富邦0A購01
082753,上銀統一09購03  
082793,大立光元富07購08
082896,GIS永豐07購01   
082398,宏碁凱基07購01  
082327,大立光統一08購03
082291,華新科元大07購06
1786,科妍            
6184,大豐電          
6641,基士德-KY       
088551,台灣50凱基0A購03
088465,仁寶元富09購02  
088530,惠特國泰0B購01  
089105,南紡國票0A購02  
089004,國巨元大0B購02  
089558,聯電統一0B購10  
089411,大立光凱基13購03
06095P,南電中信07售02  
04705P,可成元富05售03  
06071P,臺股指凱基09售10
06068P,臺股指凱基07售30
06077P,南電群益07售06  
04839P,台積電兆豐06售03
068426,道瓊銀凱基05購01
04784P,玉晶光國泰07售03
068126,樺漢元富07購01  
05315P,大成鋼國票07售01
05233P,臺股指群益06售04
05165P,聯電元富06售08  
05146P,玉晶光元富06售04
05044P,玉晶光元大06售07
05000P,世芯凱基05售02  
05531P,上銀富邦08售02  
05656P,聯發科元大07售10
06132P,南電康和07售01  
06146P,聯發科兆豐08售03
06148P,臺股指麥證07售11
078978,國巨日盛07購01  
079016,中興電元大08購02
078962,T50反1兆豐0C購01
06344P,台積電兆豐09售05
06465P,T50正2中信0C售02
06701P,聯電國票09售05  
06231P,台灣50元大08售02
06259P,台積電國票09售10
031012,京元電永豐0A購01
031014,聯陽永豐0A購02  
05777P,愛普統一07售05  
05767P,台灣50群益07售09
06583P,南電兆豐09售01  
06584P,亞德客凱基09售03
05806P,玉晶光群益08售02
06593P,臺股指凱基0C售15
06605P,臺股指中信11售02
066864,上証2X元富07購02
06681P,台灣50富邦0B售01
05876P,臺股指凱基07售18
06637P,台灣50凱基0A售04
06529P,元石油群益09售02
068919,台積電元富08購09
068921,奇鋐元富08購01  
068865,茂林元富08購01  
06794P,臺股指中信11售06
071713,為升元富09購02  
071676,新光金凱基05購01
071902,京鼎元富07購01  
072392,SP黃豆國票06購02
03862P,台灣50中信07售01
06009P,聯發科群益07售05
06028P,臺股指凱基0B售01
03684C,臺股指元大06牛01
072409,台勝科統一05購01
05948P,臺股指凱基08售04
05950P,上銀群益07售02  
068026,華通元富07購01  
030906,台積電凱基14購03
030756,力成元大0B購01  
030779,群創麥證0A購01  
030790,鴻海凱基11購03  
031328,友達元大0A購07  
03195P,台積電元富07售14
03250P,日月光元富07售02
03396P,台積電中信06售07
031243,技嘉群益0B購01  
031256,群創群益11購01  
031250,新光金群益0B購03
031238,東鋼群益0B購01  
031295,聯陽康和11購01  
031284,華邦電日盛0A購03
031268,友達統一0C購02  
031316,台苯元大0A購01  
030463,威盛中信0A購01  
030461,威鋒電富邦0A購01
030425,健鼎元大0B購01  
030437,聯德元大0A購02  
031200,華夏凱基0B購02  
031098,旺宏群益0C購03  
030979,全新元大0A購03  
030158,精英中信0B購01  
030168,嘉晶國泰0C購01  
030972,瑞昱元大0A購02  
030070,台達電群益0A購01
030296,威鋒電元富0A購01
030214,潤泰全凱基0C購01
030225,聯德凱基0C購01  
030301,明基材元富0A購01
030304,群光康和0B購01  
085178,聯發科統一0C購01
085131,友達統一0A購01  
085467,台積電麥證08購03
085495,聯發科凱基11購01
085357,景碩永豐08購01  
08534P,玉晶光元富06售02
085327,旺宏群益0A購02  
085075,友達永豐08購05  
085047,祥碩元富08購04  
084984,鴻海群益09購08  
084896,華邦電統一09購09
084854,鴻海元大08購10  
084846,欣興元富08購07  
084851,台達化元大08購02
084836,玉晶光統一0A購02
085592,台灣50元大08購11
085573,技嘉兆豐08購01  
085758,同欣電麥證08購01
085776,祥碩凱基08購05  
085791,大立光元大08購08
085805,日月光元大0A購02
085888,台積電國票0A購01
085864,晶技統一09購01  
085825,華新科群益08購05
085993,友達元大08購09  
085875,松翰元富0B購01  
085913,台積電第一0B購01
085939,萬海群益08購07  
086020,華通永豐08購01  
086067,欣興統一0B購01  
086612,SGBR2X群益09購01
086364,南亞科康和0A購01
086373,國喬國票0A購01  
086355,創意元大09購03  
086305,華通凱基09購01  
086328,中興電元大09購02
086429,群創富邦09購01  
086447,南電永豐09購02  
086439,南電中信0A購03  
086396,精英統一0A購01  
086904,國巨凱基09購08  
086911,大立光凱基13購01
086893,中興電群益09購04
086887,強茂麥證09購01  
086770,微星凱基0C購01  
086783,鴻海兆豐11購01  
087038,鴻海凱基0B購06  
087169,台積電康和0A購02
087163,晶技永豐09購01  
087126,華夏國票0A購01  
087215,聯發科凱基09購07
087231,臺股指凱基0C購06
087248,國喬國票0A購02  
087249,南紡國票0A購01  
087727,A50正2元富0C購01
087536,道瓊銅統一0C購01
087497,京鼎群益0B購02  
087490,台化群益0B購01  
087757,元石油富邦0B購02
087800,中信金麥證0A購01
087876,中鴻元大0A購01  
088052,強茂元大09購02  
088088,宏碁元富0C購06  
088121,大立光日盛09購02
