stock_symbol,stock_name
076475,中興電兆豐06購01
075604,台積電凱基08購02
075916,聯發科元大08購01
078315,聯電麥證06購02  
078806,長榮凱基06購05  
079104,聯電凱基06購08  
079154,華新科元大07購02
079849,智伸科元大06購01
083737,華泰國票08購01  
084139,鴻海永豐09購01  
2597,潤弘            
3017,奇鋐            
068777,台積電元富08購02
030026,上銀統一0C購01  
030053,群創元大0A購04  
05255P,圓剛群益09售01  
06047P,上緯控元大07售04
084859,台積電元大09購09
084829,宏碁統一0A購04  
085027,聯發科統一0A購04
086194,微星凱基08購01  
086955,中興電永豐09購01
086465,微星兆豐09購01  
078838,華新科兆豐07購01
073503,奇鋐統一05購01  
078054,南亞科元大06購01
084318,晶技凱基07購03  
083688,矽格統一09購01  
083280,台積電元大07購24
082183,台表科兆豐08購01
2514,龍邦            
1225,福懋油          
1598,岱宇            
089192,美律凱基12購01  
088873,嘉聯益永豐09購02
088506,華新科元大09購15
089309,長榮國票0A購02  
089306,友達國票0B購01  
089470,宏達電國票09購02
089526,新唐元大09購02  
089650,東鋼國票0B購01  
06116P,大立光元富07售10
05193P,圓剛元富06售02  
072054,宏碁元富07購03  
070153,創意元富08購02  
06024P,台積電凱基07售17
086910,富邦金凱基11購01
087681,台積電元大09購22
078117,強茂元富09購01  
077718,景碩元大06購03  
073327,億光國票05購01  
077120,潤泰新元富05購01
078712,新興永豐06購02  
079557,SGBR2X國票0A購01
081941,允強元富07購01  
080977,宏達電元大07購03
083156,旺宏群益09購02  
083770,鴻海永豐08購01  
082596,台積電元大07購18
084006,聯電統一07購05  
089850,萬海元大09購07  
088860,友達永豐09購05  
3013,晟銘電          
1733,五鼎            
03577P,創意元富08售03  
072859,松翰國泰06購01  
070134,京元電統一04購01
067658,矽格元富04購01  
05727P,同欣電群益08售02
05700P,友訊元富07售02  
06487P,全新元大09售01  
06377P,聯詠康和08售02  
06341P,國巨群益08售14  
06307P,聯發科元大08售13
031053,華邦電元大0A購03
030611,盟立元大0A購01  
030811,長榮富邦11購01  
068233,同欣電元富05購01
05507P,滬深2X國票07售03
086809,長榮航台新09購01
086791,和碩兆豐09購01  
086604,聯發科中信09購03
086210,旺宏國泰0A購02  
086216,創意富邦09購01  
086225,大立光統一0A購07
086148,台積電元大0C購09
085093,華邦電凱基08購05
084889,智易群益08購01  
084835,大立光統一0A購02
088201,台郡群益09購02  
087837,智易凱基09購01  
088053,長榮航元大09購04
078713,萬海永豐06購01  
078726,玉晶光統一0A購01
078851,華新科統一08購04
078948,華新科統一07購04
078385,友達國泰08購03  
078213,微星富邦07購01  
075437,大立光凱基05購07
078591,大立光元大06購04
078551,華邦電永豐06購04
078489,微星國票08購01  
074888,國泰金國票05購01
074761,精成科康和04購01
075292,上緯控凱基07購01
074667,玉晶光永豐04購07
077220,國巨凱基05購10  
073496,宏達電統一06購01
075846,惠特國泰06購01  
075814,台聚國票06購01  
075784,茂林凱基05購01  
075801,大毅元大05購01  
075617,儒鴻富邦06購01  
077829,為升元大06購01  
077979,臻鼎元大06購01  
080268,東鋼富邦07購01  
080587,南紡兆豐06購01  
084025,南電統一09購06  
084204,瑞昱元大07購08  
083207,台積電統一0A購04
083406,聯電永豐07購05  
080867,創意統一09購01  
081928,台表科凱基08購01
089935,興富發永豐0A購01
4108,懷特            
9943,好樂迪          
088933,萬海統一0C購01  
089191,友達凱基09購11  
088598,聯發科日盛13購01
089301,台積電國票0A購07
089282,長榮元富0A購02  
030762,群創元富0A購05  
06669P,南亞科凱基09售03
072030,味全元大06購01  
072762,技嘉國泰05購01  
04684P,嘉聯益元富0B售01
087942,達方統一0A購02  
087913,全新群益0B購01  
087776,群創中信0B購05  
086163,聯陽元大09購01  
086166,聯詠元大08購08  
086201,晶技凱基08購03  
085668,聯詠統一0A購03  
086785,華邦電兆豐0A購01
079959,合勤控凱基06購02
080117,南亞國票07購01  
077634,國泰金群益06購01
076403,材料永豐05購01  
073410,欣陸元富06購01  
075122,英業達凱基05購01
079089,寶成群益08購01  
078779,萬海群益09購01  
080959,台聚元大07購01  
089880,聯詠康和0A購01  
088794,美食群益09購02  
088951,友達日盛09購01  
2024,志聯            
05910P,日月光元富07售05
068535,台積電中信05購06
06167P,臺股指凱基08售07
00645,富邦日本        
030272,華晶科統一0C購01
086876,元石油國泰0B購01
086837,王品元大0A購01  
086922,晶技兆豐09購02  
086291,力成群益09購01  
087091,美食元富09購01  
085889,光罩國票09購01  
085975,松翰凱基08購02  
085113,台積電元大0A購01
078728,中興電元富06購02
079600,泰鼎元富06購01  
079693,精英國票07購01  
078390,旺宏富邦08購01  
078308,日月光兆豐06購01
077984,嘉聯益元大08購01
081931,愛普凱基09購01  
081543,聯發科永豐07購01
083239,廣宇群益07購02  
083073,萬海麥證08購01  
083515,台積電元大07購27
082228,儒鴻麥證07購01  
082617,凌陽永豐07購02  
082725,聯電群益08購04  
084202,華邦電元大07購18
084556,明泰元富08購01  
1316,上曜            
2483,百容            
2228,劍麟            
6281,全國電          
6581,鋼聯            
088828,台表科元大09購05
089767,永豐餘凱基09購01
4566,時碩工業        
030365,聯鈞群益0A購01  
05892P,臺股指富邦09售02
04635P,玉晶光凱基05售06
085127,旺宏統一0A購01  
086196,長榮航凱基08購03
086104,聚鼎永豐08購02  
085821,南亞科群益08購04
087148,欣陸國票0A購01  
087818,華夏凱基0B購01  
076771,京元電元大05購01
077861,台達電富邦08購01
077247,旺宏元大05購05  
076542,矽格元大05購02  
083404,台玻永豐07購02  
081831,長榮凱基09購01  
5215,科嘉-KY         
1805,寶徠            
089873,群創國泰0C購01  
088715,東鋼凱基0B購01  
4927,泰鼎-KY         
06041P,台積電元大07售35
04248P,緯穎元富0A售02  
030649,聯詠日盛0A購02  
00647L,元大S&P500正2   
030054,群創元大0A購05  
030129,聯發科凱基14購01
04703P,滬深2X元富05售02
087741,元石油國票09購02
088263,瑞昱永豐09購01  
088325,華通元大09購02  
086948,群創元大0B購03  
085615,玉晶光元大0C購01
084794,華新群益0A購01  
076316,為升元大05購05  
078060,長榮航元大06購01
074549,申豐元大05購01  
080005,新光鋼國票07購02
080342,中興電統一07購05
081524,台達化永豐07購01
081433,允強統一09購01  
082940,台灣50元富07購02
4763,材料-KY         
3167,大量            
6670,復盛應用        
8028,昇陽半導體      
2459,敦吉            
088620,智易永豐09購02  
089069,偉詮電凱基09購02
089699,A50正2元富09購05
089419,東鋼永豐09購02  
00690,兆豐藍籌30      
0055,元大MSCI金融    
00742,新光內需收益    
030174,康普國泰0C購01  
030659,冠德永豐0A購01  
05993P,裕隆元大07售06  
05889P,欣興元大07售07  
06569P,景碩凱基09售04  
05202P,友達康和06售01  
05058P,聯電國泰07售06  
086960,國巨永豐09購01  
086831,友達元大0C購04  
086594,群創國票0A購02  
087335,聯成凱基09購01  
088099,光磊國票0A購01  
080310,國巨兆豐07購02  
080564,中石化永豐06購03
080193,大成鋼元富06購04
074625,智易凱基05購03  
075036,樺漢元大05購01  
078356,和大元大07購01  
078363,南亞科元大06購04
079325,中鋼群益06購02  
079344,元石油凱基07購01
078197,美食元大06購01  
076390,美食兆豐05購01  
076315,南帝元大07購01  
082989,嘉澤元大07購03  
083445,日月光凱基0B購01
083058,華新永豐07購01  
082189,華邦電永豐07購01
081025,彩晶統一08購02  
081043,亞光富邦08購01  
081250,裕隆國票08購01  
081366,寶成凱基08購01  
084321,茂林凱基07購01  
089783,華晶科凱基09購01
089080,同欣電凱基0A購01
088999,台達電元大0C購01
088767,旺宏兆豐09購02  
088765,鴻海兆豐11購04  
1473,台南            
1340,勝悅-KY         
9940,信義            
3518,柏騰            
4141,龍燈-KY         
04994P,世芯元大05售03  
068220,聯發科統一04購01
04833P,奇鋐國票06售01  
071720,聯茂元富07購01  
070147,南電統一05購01  
05939P,聯發科凱基08售11
05940P,華新科凱基07售04
06006P,國巨群益07售02  
04342P,玉晶光國票07售03
030488,群創永豐0A購03  
030173,國光生國泰12購01
031100,華邦電群益0B購03
030278,聯電日盛0A購01  
088446,為升統一0B購02  
088289,南亞科日盛09購01
087709,台積電統一0B購12
087641,申豐凱基0B購01  
087436,技嘉元富0C購03  
087512,SGBR2X凱基0B購01
084823,仁寶統一0A購01  
085367,亞德客群益08購02
086265,友達永豐09購01  
086010,京鼎元大08購01  
076348,台積電富邦07購02
073962,宏達電國泰06購01
078198,晶技元大06購01  
078784,鴻海日盛07購01  
078271,旺宏國票08購02  
084275,同欣電國票08購03
080761,裕隆元大06購02  
081957,GIS統一0A購01   
083855,聯茂群益08購02  
083829,南亞科凱基08購02
082770,同欣電統一09購02
4562,穎漢            
030020,日勝生康和0A購01
030532,泰豐凱基0B購01  
030718,台聚元大0A購03  
030844,萬海兆豐0A購02  
070353,中石化國票05購01
071273,臺股指凱基06購02
06279P,群創群益08售05  
06208P,宏碁凱基08售03  
061447,鴻海中信04購02  
085943,聯陽群益0A購01  
087440,晶豪科元富09購01
086556,禾伸堂元大09購01
087957,晶碩元富09購01  
076550,中興電統一07購01
076558,國泰金元富05購01
080260,台塑富邦06購01  
083158,凱美群益07購01  
081544,立隆電永豐07購01
080934,台聚群益08購01  
081021,長榮統一09購02  
081404,東聯群益08購01  
081227,萬海統一0A購01  
081284,萬海統一09購01  
084307,光寶科凱基07購01
084042,合勤控元富09購01
3501,維熹            
3026,禾伸堂          
089255,長榮統一0B購01  
6533,晶心科          
068511,國巨統一07購01  
06090P,聯發科元大07售31
05294P,旺宏元大06售08  
06700P,立積統一0A售01  
05691P,國巨富邦08售04  
03729C,臺股指元大05牛55
05951P,台達電群益07售03
030734,南亞科元大0A購03
030422,聯詠元大11購02  
086097,微星永豐08購02  
085441,創意統一0A購06  
076108,茂林富邦07購01  
077651,長榮統一06購03  
078286,聯電第一06購01  
078647,新興凱基07購02  
075049,台聚統一06購01  
075263,玉晶光國泰07購01
078752,友訊國票07購01  
084402,台積電國票07購14
084330,裕隆元大07購07  
081556,全漢永豐07購01  
083278,廣宇元大07購04  
3535,晶彩科          
2241,艾姆勒          
089335,大成鋼元大09購03
089054,友達永豐09購06  
089168,旺宏國泰0B購01  
2376,技嘉            
6414,樺漢            
2832,台產            
030421,聯詠元大0A購04  
030016,松翰元富0C購01  
03012X,元展12          
030122,南帝凱基14購01  
072860,世紀鋼國泰08購01
072182,台積電兆豐04購05
06715P,南電中信0B售01  
06287P,聯發科元大08售12
06805P,聯電元大0A售06  
068401,瑞昱元富07購03  
068119,健鼎元富07購01  
085124,和碩國泰0A購01  
086079,聯發科富邦0A購02
086051,欣興元富0B購01  
086967,為升統一0B購01  
078934,華晶科永豐06購03
079236,大成鋼元大08購01
074880,新光鋼國票05購01
074976,智易富邦06購01  
078641,全新凱基08購02  
078098,長華統一08購01  
076282,智邦兆豐06購01  
076577,嘉聯益永豐05購01
076473,全新中信07購01  
083575,嘉聯益群益08購01
080783,長榮康和06購03  
3032,偉訓            
089018,群創元大0B購05  
088641,智易國票0A購01  
089581,聯詠永豐09購04  
2492,華新科          
05249P,惠特國票07售03  
05648P,T50正2群益08售07
06338P,臺股指凱基09售15
06394P,華新科凱基08售07
05729P,台勝科元富07售02
06581P,臺股指富邦0A售03
067654,嘉晶元富07購03  
06770P,聯詠群益0A售02  
072798,泰碩國票05購01  
073021,眾達元大07購01  
030276,復盛統一0B購01  
031064,聯陽元大0A購01  
030512,聯詠群益0B購03  
030729,廣宇元大0C購01  
030669,啟碁永豐0A購01  
086733,中鋼群益09購01  
086682,長榮航統一0B購01
086703,台積電元大09購15
086376,華邦電國票0A購01
086424,南亞科富邦0A購01
087503,大立光兆豐09購02
087259,強茂國票0A購01  
087132,正新國票0A購01  
087184,台積電群益0B購04
086092,中鴻永豐08購01  
086248,聯詠麥證09購01  
085529,亞光中信09購01  
085514,中興電國泰0A購01
085126,國巨統一0A購02  
085265,台達電統一0A購01
085371,聯電群益0B購01  
084834,長榮航統一0A購01
085040,友達元富08購01  
085045,聯詠元富09購02  
087817,台聚凱基0A購01  
087898,臺股指元大09購06
088165,華新科元大09購12
088166,華新科元大0A購02
075657,景碩群益05購03  
075672,達欣工凱基05購01
075612,欣興凱基05購04  
076669,嘉聯益元富05購03
075777,儒鴻凱基05購03  
073936,奇力新麥證04購01
074020,強茂群益04購02  
077190,京元電永豐05購02
073671,大亞凱基05購02  
077046,光磊永豐05購02  
077033,台郡凱基06購01  
078104,華城元富07購01  
078164,海悅凱基06購01  
074231,台積電麥證04購04
076695,A50正2富邦07購01
077348,和碩群益05購01  
077535,京鼎凱基05購02  
078274,宏達電國票08購01
078291,智原國票07購01  
075435,可成凱基05購03  
078262,台表科群益06購01
074499,南六統一06購02  
074834,嘉聯益元富04購01
075261,國揚國泰07購01  
079055,樺漢元大06購02  
079430,萬海統一07購05  
079376,金寶元大06購01  
079457,萬海元富07購02  
080545,聯詠統一08購01  
080155,新興凱基07購03  
080031,致茂富邦07購01  
079843,欣興元大06購04  
080773,明泰元大06購02  
080609,中纖元富08購01  
080929,佳世達國票08購01
081033,大成富邦08購01  
081987,中工元大0A購01  
081872,瑞昱麥證07購01  
082099,台達電群益07購01
083680,漢唐統一09購02  
083845,旺宏群益07購02  
083264,健和興凱基09購01
083062,凱美永豐07購03  
082804,道瓊銀元大08購01
082969,國巨元大07購18  
082863,鴻海中信09購04  
082577,樺漢統一08購01  
082586,台灣50元大07購19
082536,亞德客凱基07購03
082459,億光元大07購02  
084379,台積電統一09購19
083980,上銀群益07購04  
2059,川湖            
3004,豐達科          
3057,喬鼎            
8103,瀚荃            
089623,東鋼凱基09購04  
089740,明基材永豐09購01
089427,康舒永豐09購02  
089482,長榮富邦0A購01  
088559,鴻海凱基09購14  
088485,華立富邦09購01  
088727,台郡凱基0A購01  
088921,鴻海統一13購03  
00762,元大全球AI      
030727,聯電元大0A購04  
05809P,台達電國票07售03
05812P,台積電國泰09售05
06386P,聯詠國票08售02  
05013P,訊芯元富05售02  
088217,惠特統一0C購01  
088349,鄉林康和09購01  
085230,聯發科元大0C購01
086175,日月光元大08購08
086557,欣興元大11購01  
086570,智伸科元大09購01
086696,聯詠元富0B購01  
086659,上銀國票0A購01  
079480,緯穎兆豐07購01  
079526,瑞昱元大06購05  
078534,寶成凱基06購01  
077592,玉晶光統一09購02
077593,中磊統一06購01  
077961,旺宏元大06購03  
077102,臺股指麥證05購12
076114,台化永豐05購01  
082798,愛普元富07購04  
083627,旺宏凱基08購03  
081241,南亞科元富08購02
080941,微星群益07購01  
089065,台達電凱基09購04
089296,正新國票0A購02  
089210,旺宏群益0B購06  
089776,友達凱基0B購04  
8463,潤泰材          
8072,陞泰            
6165,浪凡            
2731,雄獅            
089927,聯電永豐0A購01  
089978,萬海元大0A購01  
05074P,奇鋐凱基05售04  
05167P,友訊元富06售01  
06110P,T50正2群益07售05
072618,富邦金國票04購02
072470,緯穎富邦05購01  
06536P,富邦金中信09售01
06537P,台積電麥證09售06
030485,長榮永豐0A購02  
030960,華紙元大0B購01  
086351,晶技元大09購02  
087257,義隆國票0A購01  
087268,帆宣富邦0B購01  
087216,華新科凱基09購03
087373,台達化元大09購01
085353,晶豪科永豐08購03
088365,華碩元富09購01  
088193,漢唐群益09購01  
087966,和碩中信0B購01  
075625,華新科富邦06購01
078058,強茂元大07購01  
078119,富邦金元富0C購01
078142,全新群益06購01  
075457,台積電群益05購09
075232,嘉澤國票06購01  
074970,台橡富邦06購01  
079895,金像電國票07購04
081469,合勤控元富07購01
083777,全新永豐07購01  
082458,光磊元大07購02  
082574,日月光統一09購03
1454,台富            
2546,根基            
2109,華豐            
6230,尼得科超眾      
3432,台端            
6558,興能高          
089055,偉詮電永豐09購02
088908,聯詠群益09購06  
088875,安集永豐09購02  
088491,力山元大09購04  
6278,台表科          
6591,動力-KY         
030298,威鋒電元富11購02
030390,中鋼構元大0A購01
06900P,FBVIX國票12售01 
069308,聯發科凱基06購01
06291P,可成元富08售06  
06239P,緯穎群益08售02  
06183P,台積電國票08售19
06112P,華邦電群益07售04
04752P,奇鋐元富05售02  
085121,泰鼎元大09購01  
085016,南亞科元大08購03
084924,台積電元大08購19
084760,南電元大08購03  
085767,鴻海凱基08購22  
087567,中鋼國泰0B購01  
086375,精英國票0A購01  
086392,萬海國泰0B購01  
086590,友達國票0A購02  
086553,中信金元大09購01
086506,義隆麥證09購01  
075003,和鑫群益05購01  
075075,聯發科凱基06購04
076164,大成鋼元大05購04
078587,盟立元大06購01  
078412,華晶科永豐06購01
079542,華新群益06購02  
076649,惠特元大05購02  
075952,聲寶永豐05購01  
074121,台苯國票05購01  
082712,聯鈞凱基08購01  
082661,愛普永豐07購02  
083787,聯電統一0A購03  
083653,廣宇群益09購01  
083484,新光鋼元富07購01
084190,台達電元大07購13
084365,帆宣元大07購04  
1734,杏輝            
089925,中化永豐0A購01  
1437,勤益控          
088558,聯電凱基09購08  
089079,彩晶凱基09購05  
089739,彩晶永豐09購02  
6415,矽力-KY         
05423P,旺宏元富06售03  
06402P,祥碩元大08售09  
06369P,旺宏元大08售03  
06760P,台積電富邦0B售06
03554P,可成元富08售04  
05916P,臺股指元大08售04
030644,友達日盛0C購01  
030585,聚鼎康和0A購01  
00702,國泰標普低波高息
030987,嘉晶元大0C購01  
086830,友達元大09購10  
088055,美食元大09購02  
087906,力山群益09購02  
088180,凌陽麥證0A購01  
088355,美食統一0B購01  
075797,精元元大05購01  
076289,台聚統一06購02  
076483,美食群益05購02  
076802,長榮國票07購01  
077737,精成科富邦06購01
079700,聯茂國票07購01  
076209,臺股指國票09購04
075078,松翰凱基05購02  
076875,智邦元大05購03  
080062,台玻元大06購03  
084362,京鼎元大07購05  
084346,旺宏元大07購09  
084138,鴻海永豐07購04  
083490,台積電元富07購42
083519,宏碁元大07購02  
083778,帆宣永豐07購02  
081012,億豐永豐07購01  
3617,碩天            
089130,中鴻元大09購01  
088476,廣宇國票0A購02  
088754,南亞科統一0B購04
030162,國光生中信0A購01
030621,華晶科元大0A購01
030739,全新元大0A購02  
030684,瑞昱兆豐0B購01  
030363,華晶科群益0A購01
06030P,日月光群益07售10
071802,玉晶光國票06購02
070840,大立光國泰04購04
066503,台積電富邦05購02
05417P,臺股指國票0B售02
04995P,世芯國票05售02  
087860,臺股指國票09購24
087960,聯詠第一13購01  
086803,群創統一0C購01  
086615,大成鋼日盛09購01
086398,微星統一0B購01  
086361,臺股指元大0B購12
087466,健策國票0A購01  
087301,巨大元大09購01  
087306,S&P500中信0A購01
085558,大立光群益09購01
085201,大立光群益08購06
079788,創意兆豐06購01  
080582,中興電日盛06購01
074943,南紡凱基05購01  
078260,京鼎群益07購01  
075552,儒鴻元大05購04  
078927,華新科永豐06購01
077647,南港統一06購01  
077889,正文國票07購01  
077427,亞德客富邦06購01
077280,南六統一07購01  
077941,大成鋼統一08購01
077980,臻鼎元大06購02  
076520,中興電元大07購01
075950,晶技國泰07購01  
075702,S&P正2元富09購01
077103,聯電統一07購02  
073802,大立光群益05購02
080757,和大元大06購03  
081300,聯電元大07購05  
081309,長榮元大07購07  
081120,華晶科群益09購01
082007,華夏永豐07購01  
083331,廣宇統一08購01  
082704,聯發科凱基0C購03
082856,臺股指國票0B購05
082346,聯發科國泰09購03
082360,華新科中信07購01
083961,華新科凱基07購06
088627,瀚宇博永豐09購02
089908,群創凱基0B購06  
3494,誠研            
4572,駐龍            
1817,凱撒衛          
2423,固緯            
05735P,臺股指凱基07售10
06372P,華新科元大08售04
06435P,上証2X群益09售03
05995P,台積電元大07售28
030899,中鴻凱基0B購02  
030984,長榮元大0A購13  
00735,國泰臺韓科技    
085493,華邦電凱基08購07
085711,瑞儀富邦09購01  
086183,友達日盛08購01  
085924,晶豪科兆豐09購02
086737,台積電群益0B購02
086995,聯發科國票0B購03
087841,台表科凱基11購01
088432,聲寶凱基09購01  
088195,中信金群益09購01
075986,創意群益05購01  
080258,強茂國泰08購01  
084306,燁輝凱基08購01  
084396,統一國票08購01  
083134,偉詮電凱基08購01
081425,臻鼎群益07購03  
080968,中鋼元大07購01  
080844,長榮元富07購03  
089209,台積電群益09購10
08929P,可成元富07售04  
088590,聯陽統一0B購03  
088830,惠特元大0B購01  
089162,台積電中信09購13
030797,聯發科凱基0A購05
030563,華晶科統一0C購03
06042P,台積電元大07售36
071401,松翰國票05購01  
06174P,祥碩元大08售02  
06628P,英業達凱基09售02
086827,英業達元大09購01
086834,長榮航元大09購02
086894,美食群益09購01  
087712,技嘉統一0A購02  
086121,光寶科群益08購01
085473,聯發科麥證0C購02
084759,安集元大0A購01  
084790,致新凱基08購02  
079967,華通群益07購02  
080039,東鋼永豐06購02  
080065,大成鋼元大06購07
075837,可成元富05購01  
075768,中磊兆豐06購01  
077909,彩晶凱基09購01  
078335,台積電凱基0A購02
078544,彩晶富邦06購02  
075258,巨大元富05購01  
075294,正文凱基05購01  
080906,聯電凱基0B購01  
081333,裕隆群益07購01  
082180,大立光兆豐07購02
083354,廣宇永豐07購03  
083355,台積電永豐07購06
083274,鴻海元大07購19  
083399,臺股指中信0A購05
082735,聯發科群益08購07
084468,台達電凱基08購03
084048,凱美國票08購01  
089202,嘉聯益凱基0A購01
089108,台積電國票0A購06
088591,聯詠統一0B購07  
2480,敦陽科          
4755,三福化          
4571,鈞興-KY         
2607,榮運            
06314P,南電群益08售03  
071448,矽力統一07購01  
072284,奇力新元大04購01
030815,潤泰新富邦0C購01
00682U,期元大美元指數  
03015X,元展15          
05352P,臺股指凱基06售20
05553P,臺股指中信0B售02
086078,智邦富邦0A購01  
086648,臺股指凱基0A購07
088138,聲寶永豐09購01  
078515,精成科群益06購01
078939,精成科永豐06購02
078657,正新元大06購01  
076766,旺宏元大05購03  
073316,欣興群益05購01  
080565,新纖永豐06購02  
083917,矽格元大07購03  
083926,智易兆豐07購01  
082799,愛普元富08購01  
083297,強茂元大07購04  
083300,富邦金元大07購05
083553,美利達元大07購01
081575,台灣50元大07購08
081335,致茂群益09購02  
081071,中鴻中信0A購01  
080884,長榮中信07購01  
080837,卜蜂元富07購01  
6405,悅城            
089149,申豐元大09購02  
089385,長榮中信0A購01  
089904,聯詠凱基0B購02  
089792,潤泰新凱基0B購01
089587,台灣50群益0B購01
089563,長榮統一0B購05  
05170P,嘉晶元富0C售02  
04978P,大立光元大05售16
04721P,祥碩凱基05售03  
030277,威鋒電統一0C購01
030216,益登凱基0A購01  
030639,聯發科中信12購01
072765,上緯控國泰05購01
088181,松翰麥證0B購01  
087793,美利達永豐09購01
086786,南亞科兆豐09購01
086127,南亞科群益08購06
086187,亞德客凱基08購02
085556,聯發科群益08購17
085275,寶成元富08購01  
074101,百和永豐04購01  
073107,台聚元富08購01  
078131,台達電群益06購01
077738,台玻永豐06購01  
078754,致茂國票07購01  
078922,光磊永豐06購01  
079056,惠特元大06購03  
079632,長榮日盛06購01  
079533,開發金元大09購01
074911,華邦電元富0A購05
075051,技嘉統一07購01  
080862,華邦電統一07購03
083704,T50正2元大0A購04
083061,凱美永豐07購02  
084320,欣陸凱基07購01  
089525,新唐元大09購01  
5234,達興材料        
089979,美食元大0A購01  
072833,中橡元大07購01  
05942P,日月光凱基07售03
072497,聯陽凱基04購01  
05999P,大立光元大07售08
03731P,國巨元富08售08  
070108,台積電元大04購02
06753P,長榮統一0A售01  
06779P,台灣50中信0B售02
068524,友達元富07購01  
06321P,友達兆豐08售02  
06376P,南電元大09售01  
06364P,台灣50凱基08售04
06173P,祥碩元大08售01  
06192P,祥碩凱基08售04  
06272P,南電凱基09售02  
06284P,台積電元大0C售01
05821P,鴻海群益07售08  
05848P,南亞科群益07售02
06639P,玉晶光群益0A售03
05747P,鴻海台新07售02  
05750P,長榮統一07售11  
05754P,長榮康和07售02  
05784P,台積電永豐07售02
05717P,嘉聯益群益07售01
05659P,聯電元富07售09  
030749,華晶科元大0A購03
030383,大成元大0A購01  
03134P,台積電中信07售05
030232,華東凱基0B購01  
030259,國光生永豐0A購01
03093X,永豐金元大61展01
030002,晶技中信0A購01  
030991,申豐元大0C購01  
031095,台積電群益12購01
04822P,大立光凱基06售06
068407,同欣電元富07購02
05580P,臺股指凱基06售32
05585P,愛普元大06售02  
06142P,臺股指中信0A售06
085256,鴻海國泰0A購01  
085164,禾伸堂凱基09購01
085354,禾伸堂永豐08購01
084804,欣興群益08購02  
084695,台積電統一0C購02
084730,廣宇元大08購05  
084711,聯電台新08購01  
084946,裕隆凱基08購02  
085031,訊芯統一0A購01  
085036,台積電元富12購01
085681,華新科元富0A購01
085802,健策元大09購01  
085815,旺宏群益09購03  
085886,台積電國票09購14
086272,南電永豐09購01  
086089,群創中信0A購03  
085918,亞光中信08購02  
085942,大立光群益0C購01
085960,華邦電凱基08購08
086804,TPK統一0B購01   
086650,統一兆豐09購01  
086642,群創凱基0A購01  
086680,奇力新統一0B購02
086451,中鴻群益09購01  
086456,友達群益09購12  
086589,華碩國票0A購01  
087384,台積電元大11購03
087413,東鋼統一0B購01  
087488,滬深2X群益09購06
087556,滬深2X國票0A購07
087308,元油反中信0A購01
087225,瑞儀凱基09購01  
087273,臺指反元大0C購03
087182,鴻海群益0C購02  
087842,長華凱基09購02  
088291,同欣電日盛09購01
076907,中興電國票06購03
075129,中磊凱基05購01  
075140,FBVIX中信07購01 
074577,群光永豐04購01  
074482,國喬兆豐04購01  
076749,嘉聯益凱基07購02
075154,智原元大05購01  
075215,晶技凱基05購01  
078576,台達電元大07購02
078606,惠特元大06購02  
078397,大成鋼永豐06購01
078498,群創國票07購02  
078284,晶碩國票07購01  
078298,聯電兆豐07購01  
075430,上銀凱基05購02  
075507,樺漢元大05購02  
079536,牧德元大06購01  
079728,榮成統一07購01  
078910,智邦富邦06購02  
079097,華新科兆豐07購02
079235,大成鋼元大06購06
079167,樺漢元大06購04  
078674,全新元大06購02  
078802,全新凱基08購03  
078831,嘉晶國票07購01  
077754,大成鋼國票08購01
077649,微星統一06購01  
077903,萬海凱基07購01  
077237,聯成元大05購02  
077403,康舒凱基05購01  
077475,奇鋐國票06購02  
077502,長榮航兆豐05購01
078122,嘉晶元富0C購01  
078048,亞德客元大06購02
076784,開發金元富05購01
078180,彩晶兆豐06購01  
074006,大立光凱基04購10
073875,聯發科富邦07購01
073323,台肥國票05購01  
073347,大立光凱基05購03
073720,道瓊銀國票05購01
075844,恆大國泰07購01  
075875,萬海康和05購02  
076644,京鼎元大05購03  
076645,健策元大05購03  
076279,儒鴻兆豐06購01  
076310,寶成元富05購01  
080537,中興電統一07購06
080312,台積電麥證06購05
080082,長榮元大06購15  
080034,臻鼎富邦08購01  
084289,凱美永豐07購06  
084280,友達中信08購01  
083932,聯詠中信09購02  
084018,台積電統一0C購01
084001,大銀永豐07購02  
084536,台積電統一09購21
084493,欣興凱基08購06  
084332,聯電元大07購24  
083105,晶豪科元大0A購01
083389,臺股指富邦0A購02
083382,臺股指國票0A購06
083439,富邦金凱基07購01
083557,臺股指元大07購23
083482,T50反1元富11購02
083600,聯陽國泰09購01  
082737,大立光群益07購07
082868,日月光中信08購01
082938,國巨台新07購01  
083005,鴻海凱基0B購03  
082314,台達化統一08購01
080747,長榮群益07購04  
080669,台達化國泰08購01
081192,永豐餘元大07購01
081332,東鋼群益07購01  
081365,長華凱基0A購01  
081547,長榮永豐07購04  
081450,合勤控統一09購01
081676,允強中信07購01  
082116,台郡群益07購02  
082122,儒鴻統一07購01  
082113,貿聯群益08購01  
1732,毛寶            
5007,三星            
6754,匯僑設計        
089498,新興元富09購03  
089208,鴻海群益0C購03  
089256,長榮統一0B購02  
089635,華新科凱基13購01
089750,華新科統一0B購02
089113,聯詠國票0B購03  
088527,彩晶國泰0B購01  
088712,乙盛中信09購01  
088708,仁寶中信0B購01  
05396P,國巨元大06售18  
01002T,土銀國泰R1      
03006X,元展06          
030503,聯茂兆豐0A購01  
06659P,群創元大09售14  
068866,申豐元富05購01  
